Stand;Satzart;Wahlkreisnr;Kreisnr;Gemeindenr;Wahlbezirksnr;Name;Gemeinde mit eigenem Briefwahlbezirk;abgebend nach Gemeinde/Wahlbezirk;aufnehmend von Gemeinde/Wahlbezirk;Anzahl Wahlbezirke;;Wahlberechtigte;Wähler;Wahlbeteiligung;Erststimmen;;Zweitstimmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;insgesamt;erfasst;;;;ungültige;gültige;ungültige;gültige;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Erststimmen;
;;;;;;;;;;;;;;;;;;;AfD;;AfD;;SPD;;SPD;;CDU;;CDU;;Die Linke;;Die Linke;;FDP;;FDP;;GRÜNE;;GRÜNE;;FREIE WÄHLER;;FREIE WÄHLER;;Volt;;Volt;;MLPD;;MLPD;;BÜNDNIS DEUTSCHLAND;;BÜNDNIS DEUTSCHLAND;;BSW;;BSW;;Einzelbewerber;;Einzelbewerber;
;;;;;;;;;;;;;;;;;;;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%
V;;188;61;086;0001;Sickerode;;;;1;1;102;80; 78,4;-;80;-;80;19; 23,8;21; 26,3;5; 6,3;5; 6,3;42; 52,5;38; 47,5;3; 3,8;4; 5,0;5; 6,3;6; 7,5;2; 2,5;1; 1,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4; 5,0;5; 6,3;-;-;-;-
V;G;188;61;089;0000;Steinbach;;;;1;1;426;332; 77,9;3;329;2;330;142; 43,2;137; 41,5;13; 4,0;14; 4,2;148; 45,0;125; 37,9;8; 2,4;15; 4,5;6; 1,8;13; 3,9;4; 1,2;10; 3,0;-;-;3; 0,9;-;-;1; 0,3;-;-;-;-;-;-;2; 0,6;8; 2,4;10; 3,0;-;-;-;-
V;;188;61;089;0001;Steinbach;;;;1;1;426;332; 77,9;3;329;2;330;142; 43,2;137; 41,5;13; 4,0;14; 4,2;148; 45,0;125; 37,9;8; 2,4;15; 4,5;6; 1,8;13; 3,9;4; 1,2;10; 3,0;-;-;3; 0,9;-;-;1; 0,3;-;-;-;-;-;-;2; 0,6;8; 2,4;10; 3,0;-;-;-;-
V;G;188;61;094;0000;Tastungen;;;;1;1;202;141; 69,8;1;140;1;140;62; 44,3;63; 45,0;11; 7,9;10; 7,1;37; 26,4;33; 23,6;16; 11,4;15; 10,7;2; 1,4;1; 0,7;-;-;1; 0,7;-;-;1; 0,7;-;-;-;-;-;-;-;-;-;-;-;-;12; 8,6;16; 11,4;-;-;-;-
V;;188;61;094;0001;Tastungen;;;;1;1;202;141; 69,8;1;140;1;140;62; 44,3;63; 45,0;11; 7,9;10; 7,1;37; 26,4;33; 23,6;16; 11,4;15; 10,7;2; 1,4;1; 0,7;-;-;1; 0,7;-;-;1; 0,7;-;-;-;-;-;-;-;-;-;-;-;-;12; 8,6;16; 11,4;-;-;-;-
V;G;188;61;098;0000;Volkerode;;;;1;1;186;142; 76,3;5;137;4;138;43; 31,4;42; 30,4;10; 7,3;9; 6,5;59; 43,1;52; 37,7;11; 8,0;12; 8,7;3; 2,2;5; 3,6;2; 1,5;3; 2,2;-;-;2; 1,4;-;-;-;-;-;-;-;-;-;-;-;-;9; 6,6;13; 9,4;-;-;-;-
V;;188;61;098;0001;Volkerode;;;;1;1;186;142; 76,3;5;137;4;138;43; 31,4;42; 30,4;10; 7,3;9; 6,5;59; 43,1;52; 37,7;11; 8,0;12; 8,7;3; 2,2;5; 3,6;2; 1,5;3; 2,2;-;-;2; 1,4;-;-;-;-;-;-;-;-;-;-;-;-;9; 6,6;13; 9,4;-;-;-;-
V;G;188;61;101;0000;Wachstedt;;;;1;1;381;272; 71,4;8;264;4;268;104; 39,4;106; 39,6;12; 4,5;23; 8,6;119; 45,1;96; 35,8;13; 4,9;19; 7,1;4; 1,5;11; 4,1;1; 0,4;3; 1,1;-;-;2; 0,7;-;-;-;-;1; 0,4;-;-;-;-;1; 0,4;10; 3,8;7; 2,6;-;-;-;-
V;;188;61;101;0001;Wachstedt;;;;1;1;381;272; 71,4;8;264;4;268;104; 39,4;106; 39,6;12; 4,5;23; 8,6;119; 45,1;96; 35,8;13; 4,9;19; 7,1;4; 1,5;11; 4,1;1; 0,4;3; 1,1;-;-;2; 0,7;-;-;-;-;1; 0,4;-;-;-;-;1; 0,4;10; 3,8;7; 2,6;-;-;-;-
V;G;188;61;102;0000;Wahlhausen;;;;1;1;235;159; 67,7;2;157;1;158;41; 26,1;42; 26,6;21; 13,4;24; 15,2;71; 45,2;49; 31,0;15; 9,6;16; 10,1;3; 1,9;11; 7,0;2; 1,3;2; 1,3;-;-;4; 2,5;-;-;-;-;-;-;-;-;-;-;-;-;4; 2,5;10; 6,3;-;-;-;-
V;;188;61;102;0001;Wahlhausen;;;;1;1;235;159; 67,7;2;157;1;158;41; 26,1;42; 26,6;21; 13,4;24; 15,2;71; 45,2;49; 31,0;15; 9,6;16; 10,1;3; 1,9;11; 7,0;2; 1,3;2; 1,3;-;-;4; 2,5;-;-;-;-;-;-;-;-;-;-;-;-;4; 2,5;10; 6,3;-;-;-;-
V;G;188;61;103;0000;Wehnde;;;;1;1;293;219; 74,7;-;219;-;219;96; 43,8;90; 41,1;14; 6,4;16; 7,3;65; 29,7;51; 23,3;20; 9,1;24; 11,0;7; 3,2;15; 6,8;4; 1,8;4; 1,8;-;-;1; 0,5;-;-;-;-;1; 0,5;1; 0,5;-;-;2; 0,9;12; 5,5;15; 6,8;-;-;-;-
V;;188;61;103;0001;Wehnde;;;;1;1;293;219; 74,7;-;219;-;219;96; 43,8;90; 41,1;14; 6,4;16; 7,3;65; 29,7;51; 23,3;20; 9,1;24; 11,0;7; 3,2;15; 6,8;4; 1,8;4; 1,8;-;-;1; 0,5;-;-;-;-;1; 0,5;1; 0,5;-;-;2; 0,9;12; 5,5;15; 6,8;-;-;-;-
V;G;188;61;105;0000;Wiesenfeld;;;;1;1;186;140; 75,3;1;139;2;138;42; 30,2;42; 30,4;12; 8,6;13; 9,4;51; 36,7;41; 29,7;20; 14,4;18; 13,0;6; 4,3;7; 5,1;1; 0,7;1; 0,7;-;-;7; 5,1;-;-;1; 0,7;-;-;-;-;-;-;-;-;7; 5,0;8; 5,8;-;-;-;-
V;;188;61;105;0001;Wiesenfeld;;;;1;1;186;140; 75,3;1;139;2;138;42; 30,2;42; 30,4;12; 8,6;13; 9,4;51; 36,7;41; 29,7;20; 14,4;18; 13,0;6; 4,3;7; 5,1;1; 0,7;1; 0,7;-;-;7; 5,1;-;-;1; 0,7;-;-;-;-;-;-;-;-;7; 5,0;8; 5,8;-;-;-;-
V;G;188;61;107;0000;Wingerode;;;;1;1;900;586; 65,1;4;582;4;582;209; 35,9;213; 36,6;33; 5,7;37; 6,4;261; 44,8;225; 38,7;35; 6,0;47; 8,1;21; 3,6;26; 4,5;2; 0,3;5; 0,9;-;-;3; 0,5;-;-;-;-;-;-;2; 0,3;-;-;-;-;21; 3,6;24; 4,1;-;-;-;-
V;;188;61;107;0001;Wingerode;;;;1;1;900;586; 65,1;4;582;4;582;209; 35,9;213; 36,6;33; 5,7;37; 6,4;261; 44,8;225; 38,7;35; 6,0;47; 8,1;21; 3,6;26; 4,5;2; 0,3;5; 0,9;-;-;3; 0,5;-;-;-;-;-;-;2; 0,3;-;-;-;-;21; 3,6;24; 4,1;-;-;-;-
V;G;188;61;113;0000;Schimberg;;;;4;4;1753;1035; 59,0;4;1031;7;1028;423; 41,0;403; 39,2;37; 3,6;46; 4,5;439; 42,6;387; 37,6;64; 6,2;82; 8,0;12; 1,2;24; 2,3;12; 1,2;16; 1,6;-;-;13; 1,3;-;-;5; 0,5;-;-;-;-;-;-;3; 0,3;44; 4,3;49; 4,8;-;-;-;-
V;;188;61;113;0001;1 - Ershausen;;;;1;1;822;421; 51,2;4;417;6;415;171; 41,0;165; 39,8;17; 4,1;20; 4,8;170; 40,8;138; 33,3;31; 7,4;41; 9,9;7; 1,7;16; 3,9;4; 1,0;5; 1,2;-;-;5; 1,2;-;-;3; 0,7;-;-;-;-;-;-;2; 0,5;17; 4,1;20; 4,8;-;-;-;-
V;;188;61;113;0002;2 - Martinfeld;;;;1;1;474;326; 68,8;-;326;1;325;122; 37,4;116; 35,7;8; 2,5;10; 3,1;156; 47,9;143; 44,0;17; 5,2;24; 7,4;2; 0,6;6; 1,8;2; 0,6;3; 0,9;-;-;3; 0,9;-;-;2; 0,6;-;-;-;-;-;-;1; 0,3;19; 5,8;17; 5,2;-;-;-;-
V;;188;61;113;0003;3 - Rüstungen;;;;1;1;193;133; 68,9;-;133;-;133;64; 48,1;63; 47,4;2; 1,5;3; 2,3;50; 37,6;47; 35,3;10; 7,5;9; 6,8;1; 0,8;-;-;2; 1,5;3; 2,3;-;-;2; 1,5;-;-;-;-;-;-;-;-;-;-;-;-;4; 3,0;6; 4,5;-;-;-;-
V;;188;61;113;0004;4 - Wilbich;;;;1;1;264;155; 58,7;-;155;-;155;66; 42,6;59; 38,1;10; 6,5;13; 8,4;63; 40,6;59; 38,1;6; 3,9;8; 5,2;2; 1,3;2; 1,3;4; 2,6;5; 3,2;-;-;3; 1,9;-;-;-;-;-;-;-;-;-;-;-;-;4; 2,6;6; 3,9;-;-;-;-
V;G;188;61;114;0000;Teistungen;;;;3;3;1987;1245; 62,7;13;1232;14;1231;483; 39,2;489; 39,7;72; 5,8;81; 6,6;466; 37,8;390; 31,7;98; 8,0;111; 9,0;41; 3,3;52; 4,2;16; 1,3;20; 1,6;-;-;20; 1,6;-;-;2; 0,2;-;-;-;-;-;-;2; 0,2;56; 4,5;64; 5,2;-;-;-;-
V;;188;61;114;0001;Teistungen 1 - OT Teistungen;;;;1;1;1369;783; 57,2;4;779;8;775;325; 41,7;321; 41,4;48; 6,2;49; 6,3;256; 32,9;220; 28,4;74; 9,5;81; 10,5;31; 4,0;34; 4,4;8; 1,0;11; 1,4;-;-;14; 1,8;-;-;2; 0,3;-;-;-;-;-;-;2; 0,3;37; 4,7;41; 5,3;-;-;-;-
V;;188;61;114;0002;Teistungen 2 - OT Neuendorf;;;;1;1;416;333; 80,0;7;326;5;328;110; 33,7;115; 35,1;15; 4,6;18; 5,5;164; 50,3;135; 41,2;14; 4,3;17; 5,2;8; 2,5;17; 5,2;5; 1,5;5; 1,5;-;-;6; 1,8;-;-;-;-;-;-;-;-;-;-;-;-;10; 3,1;15; 4,6;-;-;-;-
V;;188;61;114;0003;Teistungen 3 - OT Böseckendorf;;;;1;1;202;129; 63,9;2;127;1;128;48; 37,8;53; 41,4;9; 7,1;14; 10,9;46; 36,2;35; 27,3;10; 7,9;13; 10,2;2; 1,6;1; 0,8;3; 2,4;4; 3,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9; 7,1;8; 6,3;-;-;-;-
V;G;188;61;115;0000;Leinefelde-Worbis, Stadt;x;;;21;21;15706;12543; 79,9;89;12454;68;12475;4312; 34,6;4288; 34,4;1035; 8,3;1025; 8,2;4370; 35,1;3536; 28,3;1420; 11,4;1719; 13,8;301; 2,4;413; 3,3;220; 1,8;338; 2,7;-;-;195; 1,6;-;-;42; 0,3;29; 0,2;15; 0,1;-;-;37; 0,3;767; 6,2;867; 6,9;-;-;-;-
V;;188;61;115;0001;Lfd-Wbs 1 - OT Leinefelde - Stadtbibliothek;;;;1;1;1557;846; 54,3;2;844;3;843;380; 45,0;370; 43,9;56; 6,6;54; 6,4;279; 33,1;216; 25,6;66; 7,8;81; 9,6;16; 1,9;41; 4,9;9; 1,1;18; 2,1;-;-;11; 1,3;-;-;5; 0,6;1; 0,1;2; 0,2;-;-;1; 0,1;37; 4,4;44; 5,2;-;-;-;-
V;;188;61;115;0002;Lfd-Wbs 2 - OT Leinefelde - SBBS;;;;1;1;1322;695; 52,6;1;694;2;693;298; 42,9;295; 42,6;53; 7,6;56; 8,1;202; 29,1;162; 23,4;65; 9,4;78; 11,3;15; 2,2;22; 3,2;16; 2,3;22; 3,2;-;-;10; 1,4;-;-;2; 0,3;1; 0,1;-;-;-;-;3; 0,4;44; 6,3;43; 6,2;-;-;-;-
V;;188;61;115;0003;Lfd-Wbs 3 - OT Leinefelde - OEH;;;;1;1;1279;652; 51,0;6;646;8;644;257; 39,8;250; 38,8;63; 9,8;53; 8,2;173; 26,8;135; 21,0;99; 15,3;116; 18,0;9; 1,4;22; 3,4;7; 1,1;11; 1,7;-;-;6; 0,9;-;-;2; 0,3;2; 0,3;-;-;-;-;5; 0,8;36; 5,6;44; 6,8;-;-;-;-
V;;188;61;115;0004;Lfd-Wbs 4 - OT Leinefelde - Soz. Zentrum;;;;1;1;1252;697; 55,7;3;694;4;693;281; 40,5;284; 41,0;84; 12,1;82; 11,8;153; 22,0;114; 16,5;107; 15,4;121; 17,5;11; 1,6;13; 1,9;12; 1,7;17; 2,5;-;-;6; 0,9;-;-;3; 0,4;3; 0,4;1; 0,1;-;-;1; 0,1;43; 6,2;51; 7,4;-;-;-;-
V;;188;61;115;0005;Lfd-Wbs 5 - OT Leinefelde - WVL;;;;1;1;1073;608; 56,7;6;602;6;602;298; 49,5;288; 47,8;52; 8,6;59; 9,8;100; 16,6;73; 12,1;97; 16,1;105; 17,4;8; 1,3;13; 2,2;4; 0,7;3; 0,5;-;-;8; 1,3;-;-;-;-;3; 0,5;2; 0,3;-;-;-;-;40; 6,6;51; 8,5;-;-;-;-
V;;188;61;115;0006;Lfd-Wbs 6 - OT Beuren;;;;1;1;970;609; 62,8;5;604;3;606;209; 34,6;201; 33,2;33; 5,5;37; 6,1;264; 43,7;226; 37,3;59; 9,8;66; 10,9;11; 1,8;23; 3,8;11; 1,8;17; 2,8;-;-;11; 1,8;-;-;1; 0,2;4; 0,7;1; 0,2;-;-;2; 0,3;13; 2,2;21; 3,5;-;-;-;-
V;;188;61;115;0007;Lfd-Wbs 7 - OT Birkungen;;;;1;1;1069;643; 60,1;2;641;3;640;201; 31,4;205; 32,0;48; 7,5;50; 7,8;283; 44,1;227; 35,5;62; 9,7;73; 11,4;15; 2,3;26; 4,1;12; 1,9;22; 3,4;-;-;9; 1,4;-;-;2; 0,3;1; 0,2;-;-;-;-;1; 0,2;19; 3,0;25; 3,9;-;-;-;-
V;;188;61;115;0008;Lfd-Wbs 8 - OT Breitenholz;;;;1;1;428;287; 67,1;1;286;2;285;77; 26,9;80; 28,1;22; 7,7;24; 8,4;140; 49,0;111; 38,9;15; 5,2;18; 6,3;13; 4,5;18; 6,3;8; 2,8;13; 4,6;-;-;5; 1,8;-;-;1; 0,4;-;-;-;-;-;-;3; 1,1;11; 3,8;12; 4,2;-;-;-;-
V;;188;61;115;0009;Lfd-Wbs 9 - OT Worbis - Kaufeck;;;;1;1;1437;788; 54,8;1;787;-;788;305; 38,8;303; 38,5;56; 7,1;60; 7,6;277; 35,2;221; 28,0;79; 10,0;90; 11,4;14; 1,8;23; 2,9;11; 1,4;20; 2,5;-;-;18; 2,3;-;-;2; 0,3;-;-;-;-;-;-;-;-;45; 5,7;51; 6,5;-;-;-;-
V;;188;61;115;0010;Lfd-Wbs 10 - OT Worbis - GEWOG;;;;1;1;1328;767; 57,8;10;757;7;760;291; 38,4;289; 38,0;66; 8,7;65; 8,6;206; 27,2;171; 22,5;97; 12,8;114; 15,0;22; 2,9;18; 2,4;15; 2,0;20; 2,6;-;-;12; 1,6;-;-;-;-;2; 0,3;1; 0,1;-;-;3; 0,4;58; 7,7;67; 8,8;-;-;-;-
V;;188;61;115;0011;Lfd-Wbs 11 - OT Worbis - Gymnasium;;;;1;1;964;538; 55,8;3;535;2;536;197; 36,8;201; 37,5;51; 9,5;45; 8,4;180; 33,6;152; 28,4;41; 7,7;67; 12,5;23; 4,3;19; 3,5;6; 1,1;6; 1,1;-;-;4; 0,7;-;-;4; 0,7;1; 0,2;-;-;-;-;4; 0,7;36; 6,7;34; 6,3;-;-;-;-
V;;188;61;115;0012;Lfd-Wbs 12 - OT Kirchohmfeld;;;;1;1;305;218; 71,5;1;217;1;217;80; 36,9;88; 40,6;12; 5,5;14; 6,5;94; 43,3;63; 29,0;17; 7,8;26; 12,0;3; 1,4;7; 3,2;2; 0,9;6; 2,8;-;-;-;-;-;-;-;-;1; 0,5;1; 0,5;-;-;-;-;8; 3,7;12; 5,5;-;-;-;-
V;;188;61;115;0013;Lfd-Wbs 13 - OT Kaltohmfeld;;;;1;1;125;91; 72,8;5;86;-;91;40; 46,5;40; 44,0;6; 7,0;11; 12,1;19; 22,1;10; 11,0;17; 19,8;16; 17,6;2; 2,3;5; 5,5;-;-;2; 2,2;-;-;2; 2,2;-;-;1; 1,1;-;-;-;-;-;-;-;-;2; 2,3;4; 4,4;-;-;-;-
V;;188;61;115;0014;Lfd-Wbs 14 - OT Breitenbach;;;;1;1;777;494; 63,6;12;482;9;485;222; 46,1;216; 44,5;33; 6,8;33; 6,8;138; 28,6;111; 22,9;47; 9,8;51; 10,5;11; 2,3;13; 2,7;4; 0,8;5; 1,0;-;-;16; 3,3;-;-;-;-;-;-;-;-;-;-;3; 0,6;27; 5,6;37; 7,6;-;-;-;-
V;;188;61;115;0015;Lfd-Wbs 15 - OT Wintzingerode;;;;1;1;440;263; 59,8;3;260;2;261;139; 53,5;139; 53,3;18; 6,9;18; 6,9;67; 25,8;61; 23,4;15; 5,8;14; 5,4;2; 0,8;1; 0,4;2; 0,8;5; 1,9;-;-;4; 1,5;-;-;-;-;-;-;-;-;-;-;-;-;17; 6,5;19; 7,3;-;-;-;-
V;;188;61;115;0016;Lfd-Wbs 16 - Hundeshagen;;;;1;1;910;572; 62,9;2;570;1;571;226; 39,6;231; 40,5;29; 5,1;31; 5,4;226; 39,6;196; 34,3;38; 6,7;48; 8,4;18; 3,2;16; 2,8;4; 0,7;4; 0,7;-;-;10; 1,8;-;-;2; 0,4;-;-;-;-;-;-;1; 0,2;29; 5,1;32; 5,6;-;-;-;-
V;;188;61;115;0017;Lfd-Wbs 17 - Kallmerode;;;;1;1;470;317; 67,4;3;314;3;314;98; 31,2;103; 32,8;17; 5,4;16; 5,1;113; 36,0;98; 31,2;41; 13,1;49; 15,6;11; 3,5;8; 2,5;14; 4,5;15; 4,8;-;-;4; 1,3;-;-;-;-;-;-;-;-;-;-;-;-;20; 6,4;21; 6,7;-;-;-;-
V;;188;61;115;9012;Leinefelde-Worbis 1;;;;1;1;-;929;-;9;920;2;927;175; 19,0;172; 18,6;102; 11,1;92; 9,9;378; 41,1;306; 33,0;132; 14,3;165; 17,8;33; 3,6;37; 4,0;21; 2,3;33; 3,6;-;-;31; 3,3;-;-;8; 0,9;5; 0,5;3; 0,3;-;-;4; 0,4;74; 8,0;76; 8,2;-;-;-;-
V;;188;61;115;9013;Leinefelde-Worbis 2;;;;1;1;-;1029;-;7;1022;5;1024;195; 19,1;194; 18,9;106; 10,4;102; 10,0;438; 42,9;349; 34,1;154; 15,1;192; 18,8;24; 2,3;37; 3,6;28; 2,7;37; 3,6;-;-;14; 1,4;-;-;6; 0,6;2; 0,2;1; 0,1;-;-;2; 0,2;75; 7,3;90; 8,8;-;-;-;-
V;;188;61;115;9014;Leinefelde-Worbis 3;;;;1;1;-;761;-;4;757;2;759;156; 20,6;160; 21,1;72; 9,5;63; 8,3;348; 46,0;291; 38,3;88; 11,6;122; 16,1;12; 1,6;18; 2,4;13; 1,7;24; 3,2;-;-;7; 0,9;-;-;2; 0,3;2; 0,3;2; 0,3;-;-;3; 0,4;66; 8,7;67; 8,8;-;-;-;-
V;;188;61;115;9016;Leinefelde-Worbis 4;;;;1;1;-;739;-;3;736;3;736;187; 25,4;179; 24,3;56; 7,6;60; 8,2;292; 39,7;243; 33,0;84; 11,4;107; 14,5;28; 3,8;33; 4,5;21; 2,9;38; 5,2;-;-;7; 1,0;-;-;1; 0,1;1; 0,1;1; 0,1;-;-;1; 0,1;67; 9,1;66; 9,0;-;-;-;-
V;G;188;61;116;0000;Am Ohmberg;x;;;6;6;2947;2378; 80,7;22;2356;15;2363;935; 39,7;929; 39,3;221; 9,4;236; 10,0;680; 28,9;518; 21,9;276; 11,7;340; 14,4;46; 2,0;50; 2,1;22; 0,9;57; 2,4;-;-;23; 1,0;-;-;5; 0,2;7; 0,3;8; 0,3;-;-;3; 0,1;169; 7,2;194; 8,2;-;-;-;-
V;;188;61;116;0001;Bischofferode 1;;;;1;1;505;305; 60,4;6;299;5;300;123; 41,1;133; 44,3;25; 8,4;25; 8,3;104; 34,8;79; 26,3;26; 8,7;35; 11,7;6; 2,0;6; 2,0;1; 0,3;6; 2,0;-;-;3; 1,0;-;-;-;-;1; 0,3;1; 0,3;-;-;-;-;13; 4,3;12; 4,0;-;-;-;-
V;;188;61;116;0002;Bischofferode 2;;;;1;1;635;380; 59,8;1;379;1;379;169; 44,6;164; 43,3;27; 7,1;28; 7,4;97; 25,6;74; 19,5;58; 15,3;66; 17,4;3; 0,8;6; 1,6;3; 0,8;7; 1,8;-;-;5; 1,3;-;-;1; 0,3;4; 1,1;2; 0,5;-;-;-;-;18; 4,7;26; 6,9;-;-;-;-
V;;188;61;116;0003;Hauröden;;;;1;1;267;174; 65,2;1;173;1;173;81; 46,8;83; 48,0;13; 7,5;15; 8,7;42; 24,3;28; 16,2;16; 9,2;18; 10,4;3; 1,7;2; 1,2;6; 3,5;12; 6,9;-;-;1; 0,6;-;-;-;-;-;-;-;-;-;-;-;-;12; 6,9;14; 8,1;-;-;-;-
V;;188;61;116;0004;Großbodungen;;;;1;1;1065;532; 50,0;3;529;1;531;248; 46,9;243; 45,8;44; 8,3;46; 8,7;129; 24,4;101; 19,0;52; 9,8;63; 11,9;19; 3,6;20; 3,8;5; 0,9;9; 1,7;-;-;6; 1,1;-;-;2; 0,4;-;-;3; 0,6;-;-;-;-;32; 6,0;38; 7,2;-;-;-;-
V;;188;61;116;0005;Neustadt;;;;1;1;475;279; 58,7;6;273;3;276;143; 52,4;144; 52,2;12; 4,4;19; 6,9;74; 27,1;53; 19,2;20; 7,3;24; 8,7;3; 1,1;6; 2,2;1; 0,4;1; 0,4;-;-;2; 0,7;-;-;-;-;1; 0,4;1; 0,4;-;-;-;-;19; 7,0;26; 9,4;-;-;-;-
V;;188;61;116;9011;Briefwahlvorstand Gemeinde Am Ohmberg;;;;1;1;-;708;-;5;703;4;704;171; 24,3;162; 23,0;100; 14,2;103; 14,6;234; 33,3;183; 26,0;104; 14,8;134; 19,0;12; 1,7;10; 1,4;6; 0,9;22; 3,1;-;-;6; 0,9;-;-;2; 0,3;1; 0,1;1; 0,1;-;-;3; 0,4;75; 10,7;78; 11,1;-;-;-;-
V;G;188;61;117;0000;Sonnenstein;x;;;10;10;3619;3097; 85,6;19;3078;17;3080;946; 30,7;955; 31,0;257; 8,3;265; 8,6;1251; 40,6;1039; 33,7;296; 9,6;356; 11,6;68; 2,2;85; 2,8;55; 1,8;87; 2,8;-;-;50; 1,6;-;-;4; 0,1;6; 0,2;1; 0,0;-;-;5; 0,2;199; 6,5;233; 7,6;-;-;-;-
V;;188;61;117;0001;OT Bockelnhagen;;;;1;1;268;169; 63,1;4;165;2;167;58; 35,2;57; 34,1;18; 10,9;24; 14,4;54; 32,7;46; 27,5;15; 9,1;17; 10,2;5; 3,0;4; 2,4;3; 1,8;3; 1,8;-;-;3; 1,8;-;-;-;-;-;-;-;-;-;-;-;-;12; 7,3;13; 7,8;-;-;-;-
V;;188;61;117;0002;OT Holungen;;;;1;1;628;384; 61,1;7;377;7;377;115; 30,5;116; 30,8;22; 5,8;26; 6,9;172; 45,6;143; 37,9;39; 10,3;43; 11,4;7; 1,9;12; 3,2;2; 0,5;7; 1,9;-;-;6; 1,6;-;-;-;-;-;-;-;-;-;-;-;-;20; 5,3;24; 6,4;-;-;-;-
V;;188;61;117;0003;OT Jützenbach;;;;1;1;392;281; 71,7;-;281;-;281;91; 32,4;89; 31,7;13; 4,6;13; 4,6;144; 51,2;125; 44,5;16; 5,7;22; 7,8;7; 2,5;10; 3,6;-;-;5; 1,8;-;-;2; 0,7;-;-;-;-;-;-;-;-;-;-;-;-;10; 3,6;15; 5,3;-;-;-;-
V;;188;61;117;0004;OT Silkerode;;;;1;1;312;208; 66,7;1;207;-;208;70; 33,8;67; 32,2;21; 10,1;20; 9,6;64; 30,9;51; 24,5;21; 10,1;27; 13,0;7; 3,4;6; 2,9;11; 5,3;13; 6,3;-;-;4; 1,9;-;-;1; 0,5;-;-;-;-;-;-;-;-;13; 6,3;19; 9,1;-;-;-;-
V;;188;61;117;0005;OT Werningerode;;;;1;1;268;191; 71,3;1;190;1;190;64; 33,7;68; 35,8;13; 6,8;9; 4,7;56; 29,5;44; 23,2;35; 18,4;41; 21,6;4; 2,1;4; 2,1;2; 1,1;2; 1,1;-;-;2; 1,1;-;-;-;-;-;-;-;-;-;-;1; 0,5;16; 8,4;19; 10,0;-;-;-;-
