Wahl,Ebene,WK-Nr,WK-Name,Ebene,AGS,Ortname,Briefwahl_Sonderfall,genaue Briefwahlzuordung,A1,A2,A3,Wahlberechtigte,Wähler,B1,Briefwähler,ungültige_1,gültige_1,AfD_1,SPD_1,CDU_1,FDP_1,Die Linke_1,GRÜNE_1,FREIE WÄHLER_1,Die PARTEI_1,Volt_1,PdH_1,MLPD_1,BÜNDNIS DEUTSCHLAND_1,BSW_1,EB:Busse_1,EB:Mauer_1,EB:Schubert_1,ungültige_2,gültige_2,AfD_2,SPD_2,CDU_2,FDP_2,Die Linke_2,GRÜNE_2,FREIE WÄHLER_2,Tierschutzpartei_2,Die PARTEI_2,PIRATEN_2,Volt_2,PdH_2,MLPD_2,BÜNDNIS DEUTSCHLAND_2,BSW_2,,Wahlbeteiligung,B1 in %,Briefwähler in %,ungültige_1 in %,gültige_1 in %,AfD_1 in %,SPD_1 in %,CDU_1 in %,FDP_1 in %,Die Linke_1 in %,GRÜNE_1 in %,FREIE WÄHLER_1 in %,Die PARTEI_1 in %,Volt_1 in %,PdH_1 in %,MLPD_1 in %,BÜNDNIS DEUTSCHLAND_1 in %,BSW_1 in %,EB:Busse_1 in %,EB:Mauer_1 in %,EB:Schubert_1 in %,ungültige_2 in %,gültige_2 in %,AfD_2 in %,SPD_2 in %,CDU_2 in %,FDP_2 in %,Die Linke_2 in %,GRÜNE_2 in %,FREIE WÄHLER_2 in %,Tierschutzpartei_2 in %,Die PARTEI_2 in %,PIRATEN_2 in %,Volt_2 in %,PdH_2 in %,MLPD_2 in %,BÜNDNIS DEUTSCHLAND_2 in %,BSW_2 in %
BW25,WK,159,Dresden II - Bautzen II,GE,14625200,"Großröhrsdorf, Stadt",,,6049,1642,0,7691,6329,1577,1572,75,6254,2980,438,1536,164,534,190,205,73,54,x,4,76,x,x,x,x,49,6280,2853,416,1256,222,469,258,121,62,29,7,28,5,2,25,527,x,82,25,25,1,99,48,7,25,3,9,3,3,1,1,x,0,1,x,x,x,x,1,99,45,7,20,4,8,4,2,1,1,0,0,0,0,0,8
BW25,WK,159,Dresden II - Bautzen II,GE,14625430,Ottendorf-Okrilla,,,5226,2710,0,7936,6828,2619,2612,71,6757,2896,517,1803,208,583,308,190,77,72,x,9,94,x,x,x,x,32,6796,2792,504,1398,274,502,369,120,81,32,15,33,8,2,36,630,x,86,38,38,1,99,43,8,27,3,9,5,3,1,1,x,0,1,x,x,x,x,1,100,41,7,21,4,7,5,2,1,1,0,1,0,0,1,9
BW25,WK,159,Dresden II - Bautzen II,GE,14625480,"Radeberg, Stadt",,,10747,4163,0,14910,12019,3953,3901,124,11895,4890,1071,3190,352,1158,528,265,146,132,x,30,133,x,x,x,x,74,11945,4689,943,2460,483,1029,677,157,157,80,26,81,23,4,45,1091,x,81,33,32,1,99,41,9,27,3,10,4,2,1,1,x,0,1,x,x,x,x,1,99,39,8,21,4,9,6,1,1,1,0,1,0,0,0,9
BW25,WK,159,Dresden II - Bautzen II,GE,14625600,Wachau,,,2592,892,0,3484,3105,874,872,39,3066,1518,209,753,69,229,122,82,33,21,x,4,26,x,x,x,x,28,3077,1472,197,580,88,205,154,48,37,18,5,8,2,1,14,248,x,89,28,28,1,99,50,7,25,2,8,4,3,1,1,x,0,1,x,x,x,x,1,99,48,6,19,3,7,5,2,1,1,0,0,0,0,1,8
BW25,WK,160,Mittelsachsen,GE,14522010,Altmittweida,,"Briefwahl der Gemeinde wurde von Mittweida, Stadt, Hochschulstadt durchgeführt.",1307,249,0,1556,1053,0,,7,1046,501,92,277,44,76,13,43,x,x,x,x,x,x,x,x,x,5,1048,499,62,222,33,67,23,16,9,6,0,3,3,0,3,102,x,68,0,x,1,99,48,9,27,4,7,1,4,x,x,x,x,x,x,x,x,x,1,100,48,6,21,3,6,2,2,1,1,0,0,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522020,"Augustusburg, Stadt",,,2792,901,0,3693,3064,877,875,25,3039,1359,295,817,108,240,86,134,x,x,x,x,x,x,x,x,x,19,3045,1262,248,636,118,211,103,63,32,9,3,5,4,0,10,341,x,83,29,29,1,99,45,10,27,4,8,3,4,x,x,x,x,x,x,x,x,x,1,99,41,8,21,4,7,3,2,1,0,0,0,0,0,0,11
BW25,WK,160,Mittelsachsen,GE,14522035,Bobritzsch-Hilbersdorf,,,3616,977,0,4593,3861,947,947,22,3839,1869,180,1371,56,194,60,109,x,x,x,x,x,x,x,x,x,19,3842,1906,230,741,127,219,126,103,29,3,2,12,2,0,6,336,x,84,25,25,1,99,49,5,36,2,5,2,3,x,x,x,x,x,x,x,x,x,1,100,50,6,19,3,6,3,3,1,0,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522050,"Brand-Erbisdorf, Stadt",,,5256,2132,0,7388,5639,2062,2060,44,5595,2723,495,1520,111,457,88,201,x,x,x,x,x,x,x,x,x,31,5608,2564,441,1160,144,419,116,86,56,14,6,13,0,1,14,574,x,76,37,37,1,99,49,9,27,2,8,2,4,x,x,x,x,x,x,x,x,x,1,100,46,8,21,3,8,2,2,1,0,0,0,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522080,"Döbeln, Stadt",,,13721,4653,0,18374,13767,4460,4440,119,13648,6203,1198,3465,473,1480,287,542,x,x,x,x,x,x,x,x,x,82,13685,5900,997,2839,470,1180,379,261,167,48,15,54,9,4,24,1338,x,75,32,32,1,99,45,9,25,4,11,2,4,x,x,x,x,x,x,x,x,x,1,99,43,7,21,3,9,3,2,1,0,0,0,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522090,Dorfchemnitz,,"Briefwahl der Gemeinde wurde von Sayda, Stadt durchgeführt.",1021,174,0,1195,833,2,,4,829,484,27,246,18,18,5,31,x,x,x,x,x,x,x,x,x,6,827,473,16,187,29,27,10,15,6,0,0,4,0,0,1,59,x,70,0,x,1,100,58,3,30,2,2,1,4,x,x,x,x,x,x,x,x,x,1,99,57,2,23,4,3,1,2,1,0,0,1,0,0,0,7
BW25,WK,160,Mittelsachsen,GE,14522110,Eppendorf,,,2566,624,0,3190,2533,606,606,21,2512,1267,172,704,71,165,29,104,x,x,x,x,x,x,x,x,x,11,2522,1216,158,559,96,155,37,67,18,5,1,2,3,2,4,199,x,79,24,24,1,99,50,7,28,3,7,1,4,x,x,x,x,x,x,x,x,x,0,100,48,6,22,4,6,2,3,1,0,0,0,0,0,0,8
BW25,WK,160,Mittelsachsen,GE,14522140,"Flöha, Stadt",,,6534,1956,0,8490,6632,1903,1900,47,6585,2768,739,1728,192,678,193,287,x,x,x,x,x,x,x,x,x,27,6605,2617,578,1439,170,563,222,124,84,25,9,10,7,3,18,736,x,78,29,29,1,99,42,11,26,3,10,3,4,x,x,x,x,x,x,x,x,x,0,100,40,9,22,3,9,3,2,1,0,0,0,0,0,0,11
BW25,WK,160,Mittelsachsen,GE,14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",,,8466,2713,0,11179,8575,2612,2607,107,8468,3955,888,2133,289,765,178,260,x,x,x,x,x,x,x,x,x,54,8521,3731,743,1729,257,639,226,96,110,29,14,24,9,5,12,897,x,77,30,30,1,99,47,11,25,3,9,2,3,x,x,x,x,x,x,x,x,x,1,99,44,9,20,3,8,3,1,1,0,0,0,0,0,0,11
BW25,WK,160,Mittelsachsen,GE,14522170,"Frauenstein, Stadt",,,1804,405,0,2209,1815,396,396,12,1803,937,92,523,37,113,36,65,x,x,x,x,x,x,x,x,x,6,1809,913,96,351,51,122,45,39,10,3,0,7,4,0,1,167,x,82,22,22,1,99,52,5,29,2,6,2,4,x,x,x,x,x,x,x,x,x,0,100,51,5,19,3,7,3,2,1,0,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522180,"Freiberg, Stadt, Universitätsstadt",,,22203,7804,0,30007,23082,7545,7523,192,22890,8726,2898,6276,640,2302,966,1082,x,x,x,x,x,x,x,x,x,113,22969,8387,2261,4452,748,2226,1549,482,236,135,40,164,50,10,38,2191,x,77,33,33,1,99,38,13,27,3,10,4,5,x,x,x,x,x,x,x,x,x,1,100,37,10,19,3,10,7,2,1,1,0,1,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522200,Großhartmannsdorf,,,1587,409,0,1996,1664,396,395,21,1643,833,89,492,43,111,18,57,x,x,x,x,x,x,x,x,x,14,1650,812,80,365,58,104,19,35,7,3,3,4,1,1,3,155,x,83,24,24,1,99,51,5,30,3,7,1,4,x,x,x,x,x,x,x,x,x,1,99,49,5,22,4,6,1,2,0,0,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522210,"Großschirma, Stadt",,,3488,831,0,4319,3589,820,819,33,3556,1897,267,931,73,217,72,99,x,x,x,x,x,x,x,x,x,23,3566,1839,216,718,80,205,113,55,27,16,2,11,3,1,7,273,x,83,23,23,1,99,53,8,26,2,6,2,3,x,x,x,x,x,x,x,x,x,1,99,52,6,20,2,6,3,2,1,0,0,0,0,0,0,8
BW25,WK,160,Mittelsachsen,GE,14522220,Großweitzschen,,,1757,366,0,2123,1678,351,350,11,1667,815,110,436,44,125,32,105,x,x,x,x,x,x,x,x,x,11,1667,776,101,347,56,93,42,76,7,9,4,7,0,0,1,148,x,79,21,21,1,99,49,7,26,3,8,2,6,x,x,x,x,x,x,x,x,x,1,99,47,6,21,3,6,3,5,0,1,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522230,"Hainichen, Stadt",,,5440,1229,0,6669,5187,1186,1179,53,5134,2508,434,1240,154,445,111,242,x,x,x,x,x,x,x,x,x,30,5157,2407,349,1027,135,391,146,104,61,21,6,18,3,0,7,482,x,78,23,23,1,99,49,9,24,3,9,2,5,x,x,x,x,x,x,x,x,x,1,99,47,7,20,3,8,3,2,1,0,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522240,Halsbrücke,,,3151,882,0,4033,3440,858,855,44,3396,1671,216,938,77,256,77,161,x,x,x,x,x,x,x,x,x,31,3409,1616,190,681,91,252,113,67,24,13,3,14,2,1,11,331,x,85,25,25,1,99,49,6,28,2,8,2,5,x,x,x,x,x,x,x,x,x,1,99,47,6,20,3,7,3,2,1,0,0,0,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522250,"Hartha, Stadt",,,4581,995,0,5576,4198,973,973,24,4174,1923,366,1142,108,392,82,161,x,x,x,x,x,x,x,x,x,19,4179,1821,315,964,119,342,95,90,30,14,7,13,0,0,7,362,x,75,23,23,1,99,46,9,27,3,9,2,4,x,x,x,x,x,x,x,x,x,1,100,44,8,23,3,8,2,2,1,0,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522275,Jahnatal,,,3126,749,0,3875,3170,720,719,35,3135,1651,194,741,83,267,43,156,x,x,x,x,x,x,x,x,x,25,3145,1618,196,550,102,216,52,75,31,6,4,4,1,0,6,284,x,82,23,23,1,99,53,6,24,3,9,1,5,x,x,x,x,x,x,x,x,x,1,99,51,6,18,3,7,2,2,1,0,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522300,Kriebstein,,,1308,350,0,1658,1424,341,341,14,1410,716,89,341,37,130,16,81,x,x,x,x,x,x,x,x,x,9,1415,684,93,253,40,99,23,41,12,9,2,3,2,0,6,148,x,86,24,24,1,99,51,6,24,3,9,1,6,x,x,x,x,x,x,x,x,x,1,99,48,7,18,3,7,2,3,1,1,0,0,0,0,0,11
BW25,WK,160,Mittelsachsen,GE,14522310,"Leisnig, Stadt",,,4947,1618,0,6565,5175,1564,1564,41,5134,2294,498,1346,109,534,102,251,x,x,x,x,x,x,x,x,x,33,5142,2228,415,1098,148,466,141,136,56,13,5,16,3,2,8,407,x,79,30,30,1,99,45,10,26,2,10,2,5,x,x,x,x,x,x,x,x,x,1,99,43,8,21,3,9,3,3,1,0,0,0,0,0,0,8
BW25,WK,160,Mittelsachsen,GE,14522320,Leubsdorf,,,2057,579,0,2636,2114,559,558,18,2096,992,152,656,50,139,37,70,x,x,x,x,x,x,x,x,x,8,2106,954,125,523,51,126,54,34,12,8,2,5,0,2,6,204,x,80,26,26,1,99,47,7,31,2,7,2,3,x,x,x,x,x,x,x,x,x,0,100,45,6,25,2,6,3,2,1,0,0,0,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522340,Lichtenberg/Erzgeb.,,,1626,519,0,2145,1725,506,506,16,1709,814,119,481,52,127,33,83,x,x,x,x,x,x,x,x,x,13,1712,806,114,344,52,109,47,51,12,3,3,4,1,0,8,158,x,80,29,29,1,99,48,7,28,3,7,2,5,x,x,x,x,x,x,x,x,x,1,99,47,7,20,3,6,3,3,1,0,0,0,0,0,1,9
BW25,WK,160,Mittelsachsen,GE,14522360,"Mittweida, Stadt, Hochschulstadt",J,Gemeinde führte Briefwahl ebenfalls für Altmittweida durch.,8788,2660,0,11448,9061,2817,2814,87,8974,3394,1011,2323,385,1219,339,303,x,x,x,x,x,x,x,x,x,52,9009,3237,788,1871,308,1025,463,121,119,47,11,51,17,3,19,929,x,79,31,31,1,99,38,11,26,4,14,4,3,x,x,x,x,x,x,x,x,x,1,99,36,9,21,3,11,5,1,1,1,0,1,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522390,Mulda/Sa.,,,1554,351,0,1905,1619,342,342,12,1607,816,99,497,37,71,22,65,x,x,x,x,x,x,x,x,x,10,1609,792,95,401,41,80,31,39,7,4,2,4,0,2,2,109,x,85,21,21,1,99,51,6,31,2,4,1,4,x,x,x,x,x,x,x,x,x,1,99,49,6,25,3,5,2,2,0,0,0,0,0,0,0,7
BW25,WK,160,Mittelsachsen,GE,14522400,Neuhausen/Erzgeb.,,,1582,516,0,2098,1577,494,493,15,1562,787,104,447,40,85,28,71,x,x,x,x,x,x,x,x,x,14,1563,774,78,339,51,98,34,38,15,3,0,3,2,0,2,126,x,75,31,31,1,99,50,7,29,3,5,2,5,x,x,x,x,x,x,x,x,x,1,99,50,5,22,3,6,2,2,1,0,0,0,0,0,0,8
BW25,WK,160,Mittelsachsen,GE,14522420,Niederwiesa,,,2814,1140,0,3954,3263,1111,1111,33,3230,1303,333,930,88,285,176,115,x,x,x,x,x,x,x,x,x,10,3253,1235,317,733,106,243,163,36,33,10,5,4,1,0,9,358,x,83,34,34,1,99,40,10,29,3,9,5,4,x,x,x,x,x,x,x,x,x,0,100,38,10,23,3,8,5,1,1,0,0,0,0,0,0,11
BW25,WK,160,Mittelsachsen,GE,14522430,Oberschöna,,,2038,546,0,2584,2245,533,526,14,2231,1097,152,628,59,153,42,100,x,x,x,x,x,x,x,x,x,18,2227,1054,135,437,85,163,65,45,12,6,1,12,1,0,3,208,x,87,24,23,1,99,49,7,28,3,7,2,5,x,x,x,x,x,x,x,x,x,1,99,47,6,20,4,7,3,2,1,0,0,1,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522440,"Oederan, Stadt",,,5135,1181,0,6316,5269,1156,1154,60,5209,2462,362,1430,138,421,129,267,x,x,x,x,x,x,x,x,x,48,5221,2394,336,1111,176,381,173,126,60,15,6,23,3,2,5,410,x,83,22,22,1,99,47,7,28,3,8,3,5,x,x,x,x,x,x,x,x,x,1,99,46,6,21,3,7,3,2,1,0,0,0,0,0,0,8
BW25,WK,160,Mittelsachsen,GE,14522470,Rechenberg-Bienenmühle,,,1104,388,0,1492,1221,367,367,10,1211,610,76,369,43,54,9,50,x,x,x,x,x,x,x,x,x,6,1215,621,61,283,42,48,16,24,11,2,0,4,3,0,8,92,x,82,30,30,1,99,50,6,31,4,5,1,4,x,x,x,x,x,x,x,x,x,1,100,51,5,23,4,4,1,2,1,0,0,0,0,0,1,8
BW25,WK,160,Mittelsachsen,GE,14522480,Reinsberg,,,1725,551,0,2276,1894,533,532,21,1873,939,126,480,44,148,44,92,x,x,x,x,x,x,x,x,x,11,1883,886,109,350,64,131,53,45,22,9,6,4,2,0,2,200,x,83,28,28,1,99,50,7,26,2,8,2,5,x,x,x,x,x,x,x,x,x,1,99,47,6,19,3,7,3,2,1,1,0,0,0,0,0,11
BW25,WK,160,Mittelsachsen,GE,14522500,Rossau,,,2355,452,0,2807,2344,436,436,27,2317,1090,178,625,82,181,43,118,x,x,x,x,x,x,x,x,x,17,2327,1048,136,481,82,165,67,50,32,14,6,4,2,0,5,235,x,84,19,19,1,99,47,8,27,4,8,2,5,x,x,x,x,x,x,x,x,x,1,99,45,6,21,4,7,3,2,1,1,0,0,0,0,0,10
BW25,WK,160,Mittelsachsen,GE,14522510,"Roßwein, Stadt",,,4425,1292,0,5717,4386,1258,1257,44,4342,1948,421,1170,116,438,93,156,x,x,x,x,x,x,x,x,x,27,4359,1872,347,922,130,397,112,69,50,15,6,30,3,1,2,403,x,77,29,29,1,99,45,10,27,3,10,2,4,x,x,x,x,x,x,x,x,x,1,99,43,8,21,3,9,3,2,1,0,0,1,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522520,"Sayda, Stadt",J,Gemeinde führte Briefwahl ebenfalls für Dorfchemnitz durch.,1068,337,0,1405,1234,480,480,9,1225,563,88,417,43,56,15,43,x,x,x,x,x,x,x,x,x,3,1231,536,99,311,56,54,20,21,7,6,1,8,0,2,2,108,x,88,39,39,1,99,46,7,34,4,5,1,4,x,x,x,x,x,x,x,x,x,0,100,44,8,25,5,4,2,2,1,1,0,1,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522540,Striegistal,,,3098,590,0,3688,3068,573,570,19,3049,1636,193,732,81,225,47,135,x,x,x,x,x,x,x,x,x,21,3047,1570,148,552,97,207,84,69,35,9,3,12,0,0,7,254,x,83,19,19,1,99,54,6,24,3,7,2,4,x,x,x,x,x,x,x,x,x,1,99,52,5,18,3,7,3,2,1,0,0,0,0,0,0,8
BW25,WK,160,Mittelsachsen,GE,14522570,"Waldheim, Stadt",,,5586,1381,0,6967,5294,1331,1327,47,5247,2317,435,1380,217,568,100,230,x,x,x,x,x,x,x,x,x,32,5262,2265,370,1093,201,472,165,124,66,26,2,11,3,1,6,457,x,76,25,25,1,99,44,8,26,4,11,2,4,x,x,x,x,x,x,x,x,x,1,99,43,7,21,4,9,3,2,1,1,0,0,0,0,0,9
BW25,WK,160,Mittelsachsen,GE,14522590,Weißenborn/Erzgeb.,,,1641,340,0,1981,1661,323,320,18,1643,820,133,433,42,99,29,87,x,x,x,x,x,x,x,x,x,9,1652,781,102,334,62,105,45,43,20,3,2,8,2,0,2,143,x,84,19,19,1,99,50,8,26,3,6,2,5,x,x,x,x,x,x,x,x,x,1,100,47,6,20,4,6,3,3,1,0,0,1,0,0,0,9
BW25,WK,161,Chemnitz,KS,14511000,"Chemnitz, Stadt",,,133140,50155,0,183295,144921,47923,47644,774,144147,46401,24128,30868,3314,14349,6554,2066,1511,845,365,x,556,13190,x,x,x,692,144229,47112,15988,28001,4524,17648,9579,1404,1817,909,206,803,213,73,441,15511,x,79,33,33,1,100,32,17,21,2,10,5,1,1,1,0,x,0,9,x,x,x,1,100,33,11,19,3,12,7,1,1,1,0,1,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521040,Auerbach,,,1525,430,0,1955,1616,413,411,22,1594,826,143,403,43,143,36,x,x,x,x,x,x,x,x,x,x,10,1606,762,114,309,26,96,39,27,24,6,4,4,3,0,10,182,x,83,26,25,1,99,52,9,25,3,9,2,x,x,x,x,x,x,x,x,x,x,1,99,47,7,19,2,6,2,2,2,0,0,0,0,0,1,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521120,Burkhardtsdorf,,,3790,1053,0,4843,4048,1006,1002,60,3988,1948,327,1120,117,394,82,x,x,x,x,x,x,x,x,x,x,24,4024,1799,272,823,106,283,115,88,53,16,3,11,1,0,11,443,x,84,25,25,2,99,49,8,28,3,10,2,x,x,x,x,x,x,x,x,x,x,1,99,45,7,21,3,7,3,2,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521230,Gornsdorf,,,1097,449,0,1546,1284,429,429,12,1272,627,121,318,37,135,34,x,x,x,x,x,x,x,x,x,x,4,1280,595,95,245,43,104,38,13,14,11,1,3,3,1,4,110,x,83,33,33,1,99,49,10,25,3,11,3,x,x,x,x,x,x,x,x,x,x,0,100,47,7,19,3,8,3,1,1,1,0,0,0,0,0,9
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521290,Hohndorf,,,2201,744,0,2945,2380,725,725,28,2352,1064,320,609,73,235,51,x,x,x,x,x,x,x,x,x,x,11,2369,1010,176,489,68,200,63,45,32,11,3,12,2,0,15,243,x,81,30,30,1,99,45,14,26,3,10,2,x,x,x,x,x,x,x,x,x,x,1,100,43,7,21,3,8,3,2,1,1,0,1,0,0,1,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521310,Jahnsdorf/Erzgeb.,,,3275,1081,0,4356,3670,1032,1030,60,3610,1682,329,1069,134,321,75,x,x,x,x,x,x,x,x,x,x,25,3645,1604,250,781,133,234,107,71,33,17,5,9,4,0,11,386,x,84,28,28,2,98,47,9,30,4,9,2,x,x,x,x,x,x,x,x,x,x,1,99,44,7,21,4,6,3,2,1,1,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521380,"Lugau/Erzgeb., Stadt",,,4962,1415,0,6377,5187,1361,1354,72,5115,2321,574,1328,181,605,106,x,x,x,x,x,x,x,x,x,x,28,5159,2187,410,1029,162,470,134,91,75,19,5,12,7,0,14,544,x,81,26,26,1,99,45,11,26,4,12,2,x,x,x,x,x,x,x,x,x,x,1,100,42,8,20,3,9,3,2,2,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521410,Neukirchen/Erzgeb.,,,3639,1971,0,5610,4829,1899,1891,70,4759,2134,467,1422,165,433,138,x,x,x,x,x,x,x,x,x,x,37,4792,2039,377,1081,153,314,167,95,46,14,5,16,7,1,13,464,x,86,39,39,1,99,45,10,30,4,9,3,x,x,x,x,x,x,x,x,x,x,1,99,43,8,23,3,7,4,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521420,Niederdorf,,,821,191,0,1012,877,185,184,18,859,433,92,231,18,71,14,x,x,x,x,x,x,x,x,x,x,12,865,426,55,185,28,43,18,6,10,4,0,4,1,0,0,85,x,87,21,21,2,98,50,11,27,2,8,2,x,x,x,x,x,x,x,x,x,x,1,99,49,6,21,3,5,2,1,1,1,0,1,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521430,Niederwürschnitz,,,1592,489,0,2081,1716,471,468,29,1687,781,181,448,46,191,40,x,x,x,x,x,x,x,x,x,x,13,1703,715,135,352,54,138,45,27,23,4,4,5,1,2,12,186,x,83,27,27,2,98,46,11,27,3,11,2,x,x,x,x,x,x,x,x,x,x,1,99,42,8,21,3,8,3,2,1,0,0,0,0,0,1,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521450,"Oelsnitz/Erzgeb., Stadt",,,7108,1841,0,8949,7217,1770,1762,95,7122,3369,871,1703,219,807,153,x,x,x,x,x,x,x,x,x,x,38,7179,3167,585,1359,186,646,198,112,106,31,10,15,11,2,16,735,x,81,25,24,1,99,47,12,24,3,11,2,x,x,x,x,x,x,x,x,x,x,1,100,44,8,19,3,9,3,2,2,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521590,"Stollberg/Erzgeb., Stadt",,,7065,1842,0,8907,7069,1793,1792,100,6969,3037,808,1952,182,783,207,x,x,x,x,x,x,x,x,x,x,46,7023,2811,583,1551,199,580,243,173,68,38,4,29,5,3,23,713,x,79,25,25,1,99,44,12,28,3,11,3,x,x,x,x,x,x,x,x,x,x,1,99,40,8,22,3,8,4,3,1,1,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521620,"Thalheim/Erzgeb., Stadt",,,3893,1154,0,5047,4074,1113,1111,69,4005,1747,445,1140,154,411,108,x,x,x,x,x,x,x,x,x,x,39,4035,1608,341,835,139,335,136,71,63,23,5,13,4,1,4,457,x,81,27,27,2,98,44,11,29,4,10,3,x,x,x,x,x,x,x,x,x,x,1,99,40,9,21,3,8,3,2,2,1,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14521710,"Zwönitz, Stadt",,,7219,2490,0,9709,8032,2407,2406,107,7925,3727,778,2244,285,711,180,x,x,x,x,x,x,x,x,x,x,54,7978,3477,582,1737,249,533,219,128,116,33,11,21,7,2,31,832,,83,30,30,1,99,47,10,28,4,9,2,x,x,x,x,x,x,x,x,x,x,1,99,44,7,22,3,7,3,2,2,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522060,"Burgstädt, Stadt",,,6633,1849,0,8482,6726,1793,1786,79,6647,2815,848,1889,228,634,233,x,x,x,x,x,x,x,x,x,x,32,6694,2622,636,1435,250,500,280,155,56,23,9,21,4,1,13,689,,79,27,27,1,99,42,13,28,3,10,4,x,x,x,x,x,x,x,x,x,x,1,100,39,10,21,4,8,4,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522070,Claußnitz,,,2018,388,0,2406,2041,371,371,23,2018,902,224,600,69,165,58,x,x,x,x,x,x,x,x,x,x,13,2028,841,170,491,54,122,64,38,25,5,2,2,0,0,4,210,,85,18,18,1,99,45,11,30,3,8,3,x,x,x,x,x,x,x,x,x,x,1,99,42,8,24,3,6,3,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522120,Erlau,,,2079,509,0,2588,2186,498,497,38,2148,1028,173,608,85,199,55,x,x,x,x,x,x,x,x,x,x,20,2166,949,139,458,83,134,64,47,23,12,6,13,1,1,10,226,,85,23,23,2,98,48,8,28,4,9,3,x,x,x,x,x,x,x,x,x,x,1,99,44,6,21,4,6,3,2,1,1,0,1,0,0,1,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522190,"Geringswalde, Stadt",,,2515,785,0,3300,2570,759,758,38,2532,970,305,866,76,271,44,x,x,x,x,x,x,x,x,x,x,16,2554,1115,241,539,79,206,51,53,19,7,0,7,3,2,9,223,,78,30,29,2,99,38,12,34,3,11,2,x,x,x,x,x,x,x,x,x,x,1,99,44,9,21,3,8,2,2,1,0,0,0,0,0,0,9
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522260,Hartmannsdorf,,,2706,851,0,3557,2861,825,821,41,2820,1188,315,888,82,255,92,x,x,x,x,x,x,x,x,x,x,17,2844,1107,240,712,77,199,100,51,33,7,8,10,1,1,10,288,,80,29,29,1,99,42,11,32,3,9,3,x,x,x,x,x,x,x,x,x,x,1,99,39,8,25,3,7,4,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522280,Königsfeld,,"Briefwahl der Gemeinde wurde von Rochlitz, Stadt, Stadt des Roten Porphyr durchgeführt.",979,160,0,1139,773,1,,9,764,398,65,195,25,68,13,x,x,x,x,x,x,x,x,x,x,8,765,376,46,142,32,66,15,19,6,3,1,1,1,0,3,54,,68,0,x,1,99,52,9,26,3,9,2,x,x,x,x,x,x,x,x,x,x,1,99,49,6,19,4,9,2,3,1,0,0,0,0,0,0,7
